Baseline,K=1,K=5,K=10
0.049762468629569,0.066054282467436,0.065311630762454,0.064854751904298
0.050291600278171,0.066199810842027,0.065499672050038,0.065005084746612
0.050844763748028,0.066318329294793,0.065682612545594,0.065139656443626
0.051374065837699,0.066434162417604,0.065844274246112,0.065261185780923
0.051747375849841,0.066517305369743,0.065864740277411,0.065290833041942
0.052095962000567,0.066606073745209,0.065867963124289,0.065313714687729
0.052755803383458,0.066626794509143,0.066048455618712,0.065399538908194
0.053485965699452,0.066641158711886,0.066277480932535,0.065508172023684
0.05403441260722,0.066663768048529,0.066375548617365,0.065549830819248
0.054555802559326,0.066692752135744,0.066456306911757,0.06558488037697
0.054939292163423,0.066774819408334,0.066469061209493,0.065608371551782
0.055298679193668,0.066870834633625,0.066470877278256,0.06563254190986
0.055885640201458,0.066677985242302,0.066431584741684,0.065496304969241
0.05653192795595,0.066416776610403,0.066389075612753,0.065325178730798
0.057074996142599,0.06633882745282,0.066401983749983,0.065271073376173
0.057590131289014,0.066296420405545,0.066418534029441,0.065235611287311
0.058071045231264,0.066125174712344,0.066311315661201,0.065071538280142
0.058534431731355,0.065973740817682,0.066204127634728,0.064916608956213
0.059000577996709,0.065762101369842,0.066054934206799,0.064709816330033
0.05945409000515,0.065578038585116,0.06591604926622,0.064521443845882
0.059910800497525,0.065346134609564,0.065745135495478,0.064292421485264
0.06035412051167,0.06514420611781,0.065585601779113,0.064083562137142
0.060805017721767,0.064890805119154,0.065395411657313,0.063832943675726
0.061242753953194,0.064666937689275,0.065216339762098,0.06360214084026
0.06169976333085,0.064366004390146,0.064998571389789,0.063312738393557
0.062142128860889,0.064101063368178,0.064795372931823,0.063048109078641
0.062568928629251,0.063871874263144,0.064605239400865,0.062807396576746
0.06297961370795,0.06367862082624,0.064427360172069,0.062590332958884
0.063365759789174,0.063746133726126,0.064417541752365,0.062590326405727
0.063730168092469,0.06384561803746,0.06441059246028,0.062607488964096
0.064155368045257,0.063228381676797,0.063935671139459,0.06202259559276
0.06459341966786,0.062449165868588,0.063357225381773,0.061301591839524
0.065028508024575,0.062163366188938,0.063136930720924,0.061013836076946
0.065450902071443,0.061930778555568,0.062944856200805,0.060766890624415
0.065884439015204,0.061657756112928,0.062735682654449,0.060490331375997
0.066301765670592,0.06142208018906,0.062538942413802,0.060238331038545
0.066687611779091,0.061477581517712,0.062521536833417,0.060226058631465
0.067051435336344,0.061570165694075,0.062508803500953,0.06023465624017
0.067505628863095,0.061030807472052,0.062131164269976,0.059733718238375
0.067977147749269,0.060346707904611,0.061670182378689,0.059114984614543
0.068461955091455,0.060172940170296,0.061590479338822,0.058953606795326
0.068927039193355,0.060033536115323,0.061516145627744,0.058811793585298
0.069412646432428,0.059853283270642,0.061434978635523,0.058645433622937
0.069876996297689,0.059703195327358,0.061353650321296,0.0584935733836
0.070271044187543,0.059751631360144,0.06133812113001,0.058476083567246
0.070641285322055,0.059832106949395,0.061318947909187,0.05847266064486
0.071116090817984,0.059409930882316,0.061056439762949,0.058085659981458
0.071621759330684,0.058826165991925,0.060716734712829,0.057574841031073
0.072121463620002,0.058544408605524,0.060585950460554,0.057327383160555
0.072603642991623,0.058335787479738,0.060489146971816,0.057134474722591
0.073066037225858,0.058166274421146,0.060399180853192,0.056964475088675
0.073508107434399,0.058036056089474,0.06031490124714,0.056816950223456
0.073904996127313,0.058062961614387,0.060288817580776,0.056780069806803
0.074278812721259,0.058127530563529,0.060262329795038,0.056762030509459
0.074751932960259,0.057671048581886,0.059990125634502,0.056346117760085
0.075241827117939,0.057108814141322,0.059668782397906,0.055848684050602
0.075640373950639,0.057097165089817,0.059620941188496,0.05577884780505
0.076014593628785,0.057151814616444,0.059590479601117,0.055752194402949
0.076508259490109,0.056847451377083,0.059458049085882,0.055486131514101
0.077017075449477,0.056486588338113,0.059308909063567,0.055181254169608
0.077506139849172,0.056168434336225,0.059168462487354,0.054902192072714
0.077975079508573,0.055893158000358,0.05903534588771,0.054648370216863
0.078373353187463,0.055891103603708,0.059000161851585,0.054587753018078
0.078747790757722,0.055932873721322,0.058965052551878,0.054549660523901
0.079214317172081,0.055543885098979,0.058757402239549,0.054194791644432
0.079694066072096,0.055072888114455,0.058515916402897,0.053777994196664
0.080164419209154,0.054741912013351,0.058360349059728,0.053479441258289
0.080618821808993,0.054487063715894,0.058238483738717,0.053237964158336
0.081053938197023,0.054281078457008,0.058126904061364,0.05302682086688
0.081469175598695,0.054123871713038,0.058023946852044,0.05284519814335
0.081903005276734,0.053871468340982,0.057886246029115,0.05259431372885
0.08231882116318,0.053664399478261,0.057757259246011,0.052371174534859
0.082709101158683,0.053634860261085,0.057711864846585,0.052286262639135
0.083077092296756,0.053653592398154,0.057669197306895,0.052228009304483
0.083491402516255,0.053185297325969,0.057375967370223,0.051775627808062
0.083908280764726,0.052625061168544,0.057032170156523,0.051245411524132
0.084316798995108,0.052349470635769,0.056864816862709,0.050961161231463
0.084708921460764,0.05213176129661,0.056715620794977,0.050716747644642
0.085091379966698,0.052084762387733,0.056664565874632,0.050616425995296
0.085452110094752,0.052089814316236,0.056617947869203,0.050546004925996
0.085804556071099,0.051594375294334,0.056244549236408,0.05002764420893
0.086145832636361,0.050990604066406,0.055791138354592,0.049404911350762
0.086535532323303,0.050700037255577,0.055610595103119,0.049099515085765
0.086911898863847,0.050476159836943,0.055456913793435,0.048843956646049
0.087294647195274,0.050196321437333,0.05528253313327,0.048545851444428
0.087659779219054,0.049973226526595,0.055121327912495,0.048284740153249
0.088032654556478,0.049687071172484,0.054937559823602,0.047975967267376
0.088388410594951,0.049457387346345,0.05476687064793,0.047704096905035
0.088753015115479,0.049383570546717,0.054709011047578,0.047579526348586
0.089097163613499,0.049365619884929,0.054656776973152,0.047488245634909
0.089439096612017,0.048967292560009,0.054373201614089,0.047058308504874
0.089769416734079,0.048515115396869,0.054043697652104,0.046571027435647
0.090086187307814,0.048124566534557,0.053735164226863,0.046127436353133
0.090389607800319,0.047796612002385,0.053447781152425,0.045728564050373
